Level,Date and Time,Source,Event ID,Task Category
Warning,4/17/2020 3:00:47 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 1 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 43 seconds since the last report.
Warning,4/17/2020 3:00:47 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 2 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 43 seconds since the last report.
Warning,4/17/2020 3:00:47 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 43 seconds since the last report.
Warning,4/17/2020 1:45:37 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/17/2020 1:31:15 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 1:31:15 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 1:31:15 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 1:31:15 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 11:45:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/17/2020 9:45:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/17/2020 9:44:54 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 9:44:54 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 7:45:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/17/2020 5:45:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/17/2020 4:52:39 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:52:09 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:51:39 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:51:09 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:50:39 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:50:09 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:49:39 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:49:09 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:48:39 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:48:09 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/17/2020 4:47:39 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Error,4/17/2020 4:19:24 AM,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: ApplicationSet-9PB2MZ1ZMB1S-AppleInc.iTunes.
Warning,4/17/2020 3:45:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Error,4/17/2020 3:13:17 AM,Office 2016 Licensing Service,0,None,The operation completed successfully.
Warning,4/17/2020 1:45:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/17/2020 12:00:17 AM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 12:00:17 AM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 12:00:17 AM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/17/2020 12:00:17 AM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 11:45:37 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/16/2020 9:45:37 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/16/2020 7:45:37 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = dedfa23d-6ed1-45a6-85dc-63cae0546de6
Trigger=TimerEvent"
Warning,4/16/2020 6:15:03 PM,ESENT,642,General,"Video.UI (2128,D,2) {DAD5F57B-8B63-4D98-8B4B-1F4A9AFE32A4}: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:15:03 PM,ESENT,642,General,"Video.UI (2128,D,2) {DAD5F57B-8B63-4D98-8B4B-1F4A9AFE32A4}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:15:03 PM,ESENT,642,General,"Video.UI (2128,D,12) {DAD5F57B-8B63-4D98-8B4B-1F4A9AFE32A4}: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:15:03 PM,ESENT,642,General,"Video.UI (2128,D,50) {DAD5F57B-8B63-4D98-8B4B-1F4A9AFE32A4}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:15:03 PM,ESENT,642,General,"Video.UI (2128,R,98) {DAD5F57B-8B63-4D98-8B4B-1F4A9AFE32A4}: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Error,4/16/2020 6:05:33 PM,Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider,844,None,MDM PolicyManager: During Inbox found bad enrollment (82965F5A-6C65-4B7A-8075-488FCCE07D4E) during merge. Requesting merge (C8A326E4-F518-4F14-B543-97A57E1A975E). Deleting policies for the enrollment. Enrollment state is (Your file waiting to be printed was deleted.).
Error,4/16/2020 6:05:33 PM,Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider,454,None,"MDM ConfigurationManager: Command failure status. Configuraton Source ID: (C8A326E4-F518-4F14-B543-97A57E1A975E), Enrollment Type: (Provisioning), CSP Name: (CM_CellularEntries), Command Type: (Clear: first phase of Delete), Result: (./Vendor/MSFT/CM_CellularEntries/Bite Latvija (Latvia)_i08937105150100654088F@WAP)."
Warning,4/16/2020 6:04:57 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/16/2020 6:04:57 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/16/2020 6:04:57 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/16/2020 6:04:57 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Error,4/16/2020 6:01:07 PM,Microsoft-Windows-PrintService,808,Initializing,"The print spooler failed to load a plug-in module C:\WINDOWS\system32\spool\DRIVERS\x64\3\FXSUI.DLL, error code 0x7E. See the event user data for context information."
Error,4/16/2020 6:01:07 PM,Microsoft-Windows-PrintService,808,Initializing,"The print spooler failed to load a plug-in module C:\WINDOWS\system32\spool\DRIVERS\x64\3\FXSUI.DLL, error code 0x7E. See the event user data for context information."
Error,4/16/2020 6:01:07 PM,Microsoft-Windows-PrintService,808,Initializing,"The print spooler failed to load a plug-in module C:\WINDOWS\system32\spool\DRIVERS\x64\3\FXSUI.DLL, error code 0x7E. See the event user data for context information."
Warning,4/16/2020 6:00:25 PM,ESENT,642,General,"Catalog Database (4532,D,22) Catalog Database: The database format feature version 9120 (0x23a0) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:00:24 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:00:24 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:00:24 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 6:00:24 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:57:08 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-3VCLFU80\almoi SID (S-1-5-21-3160199353-1972228045-1784530820-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,4/16/2020 5:56:25 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:56:25 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:34 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,50) Catalog Database: The database format feature version 9180 (0x23dc) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
Warning,4/16/2020 5:53:33 PM,ESENT,642,General,"Catalog Database (4532,D,12) Catalog Database: The database format feature version 9080 (0x2378) could not be used due to the current database format 1568.20.0, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat)."
